Symbol,Year,Target_Fraud,fraud_score,risk_level,pred_onto,f_accrual,f_noncore,f_shell,f_pump,f_rec,f_cash,f_lev,f_triangle,f_inv_anomaly,accrual_ratio,noncore_ratio,shell_ratio,rec_manip_ratio,cash_crunch_ratio,leverage_ratio,Delta_Gross_Margin,Delta_Leverage,Delta_Inv,Delta_Rev,Leverage,Rev,COGS,Gross_Profit,Selling_Exp,Admin_Exp,Net_Profit,ST_Assets,Rec,Inv,Fixed_Assets,Total_Assets,ST_Debt,LT_Debt,Total_Liabilities,n_1.owners_capital,Owners_Equity,depreciation_of_fixed_assets_and_properties_investment,Operating_Cash_Flow,Short_Term_Ratio
MCH,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0468368380496162,0.0499664999314804,0.5004222919965354,-0.9389299457673836,0.4182720897168908,1.462957899625375,0.0067967444130294,0.9254477880359598,0.1853723053392219,0.0940559358701915,1.462957899625375,30897225625.0,16492540385.0,14404685240.0,5903986348.0,975922899.0,7920537531.0,10393757226.0,1704720808.0,2582184605.0,5249161875.0,27899960446.0,14600189597.0,1971944072.0,16572133669.0,7355531790.0,11327826777.0,679886097.0,9227283460.0,0.71
MCH,2025,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,0.1363654929256559,-0.0551183304372396,0.4108486446834159,0.772507197528866,0.9387480910107144,0.8200592885275738,-0.0111108468199738,-0.6428986110978011,0.1209763970380421,-0.0110265246185837,0.8200592885275738,30556536606.0,16650193980.0,13906342626.0,5749106254.0,1020259073.0,6764148715.0,17764791622.0,3002832756.0,2894567995.0,5249276047.0,33966203646.0,12641720377.0,2662341953.0,15304062330.0,10676207460.0,18662141316.0,676000513.0,2132330612.0,1.41
MSH,2023,0,5.65,HighRisk,1,1,0,0,1,1,0,0,0,0,0.0732251269040289,0.2392947271101124,0.2099671720406933,0.9339488235632862,1.0840795631732285,0.9080426853415988,-0.0259217630390242,-0.0082449432020486,-0.160141925153188,-0.177333368489795,0.9080426853415988,4541907566.0,3977925202.0,563982363.0,147696197.0,229726710.0,245245383.0,2552594388.0,598359982.0,506531306.0,773819378.0,3453089147.0,1335421448.0,307913037.0,1643334484.0,750141000.0,1809754663.0,134734306.0,-7607508.0,1.91
MSH,2024,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,0.0616397822980965,0.0048531644948852,0.3461356706260475,0.4947045319875599,0.8669024540171715,1.2004943478693697,0.0329188109243483,0.292451662527771,0.2741564703998769,0.1625959089366461,1.2004943478693697,5280403155.0,4450894974.0,829508181.0,136713275.0,252452333.0,442490050.0,3249615904.0,991662262.0,645400141.0,699598255.0,4523188931.0,1860132583.0,607523265.0,2467655848.0,750141000.0,2055533083.0,126959729.0,163681669.0,1.75
MSH,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0122211724481101,-0.0469304746776826,0.2462948164225039,-0.0142607875772747,0.9328182086658542,1.1200985314786056,0.0541633946409381,-0.0803958163907641,-0.1474897012766534,0.048796478116641,1.1200985314786056,5538068232.0,4368122398.0,1169945834.0,157187309.0,310414306.0,670860421.0,3279088295.0,1025910003.0,550210267.0,1275551189.0,4681843190.0,1825616191.0,647913037.0,2473529227.0,1125210200.0,2208313963.0,124737780.0,613642808.0,1.8
MSN,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0092918560094716,-1.2347155798060565,0.4934012342985107,-0.166667816843522,0.3689542168674699,2.854448389725608,0.0066028441042014,-0.0035045519922669,-0.0879506166173255,0.0270693657797411,2.854448389725608,78251619000.0,56130507000.0,22121112000.0,14192355000.0,3750002000.0,1869927000.0,43763477000.0,11985015000.0,13174868000.0,42885823000.0,147383472000.0,50422500000.0,58723731000.0,109146231000.0,14308434000.0,38237241000.0,4006556000.0,500461000.0,0.87
MSN,2024,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0355936445940154,-0.4449518114476601,0.5341331275234066,0.7613762316991963,0.3562747419934621,2.621499357828917,0.013730315294757,-0.2329490318966907,-0.1812141115948941,0.0629520649278834,2.621499357828917,83177720000.0,58521982000.0,24655738000.0,14565375000.0,3916974000.0,4272384000.0,53569663000.0,21864602000.0,10787396000.0,37049770000.0,147584718000.0,58712175000.0,48120163000.0,106832338000.0,15129281000.0,40752380000.0,4132955000.0,9525462000.0,0.91
MSN,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0418254371242158,-0.1331817158277705,0.4876100092172826,-0.7233702485830066,0.4802338447704432,1.860848498459714,0.0169835647930859,-0.7606508593692032,0.044016183330991,-0.018711633355663,1.860848498459714,81621329000.0,56040719000.0,25580610000.0,14202530000.0,3713793000.0,6763511000.0,36234495000.0,5639277000.0,11262216000.0,35484220000.0,128963171000.0,40257475000.0,43627052000.0,83884527000.0,15204920000.0,45078644000.0,3428706000.0,1369570000.0,0.9
MWG,2023,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0543658419376742,-1.5993740241378205,0.113449951825732,0.8325259983054866,0.8115403075549067,1.573303711351003,-0.0409401628057078,0.2403294949253134,-0.1506783311028927,-0.113376667681056,1.573303711351003,118279788455.0,95759175292.0,22520613164.0,20916710755.0,1167651663.0,167829155.0,51950337976.0,5158853338.0,21824235626.0,6500135609.0,60111237213.0,30765260554.0,5986418691.0,36751679245.0,14633767160.0,23359557967.0,3351314268.0,3435827176.0,1.69
MWG,2024,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0679187329378685,-0.0938359519843009,0.1397065787800913,0.5750339022629214,0.8215730848557654,1.5047591094495734,0.0142956486902221,-0.0685446019014299,0.0192648534503134,0.1357912844095981,1.5047591094495734,134341152849.0,106841942772.0,27499210077.0,19849837610.0,3565767583.0,3733288229.0,65836422620.0,8825896225.0,22244676327.0,3586628664.0,70437775722.0,42316198898.0,0.0,42316198898.0,14622441770.0,28121576824.0,2913419081.0,8517332707.0,1.56
MWG,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0116554862383704,-0.0003834806141394,0.1703085228140825,-0.0142585350455207,0.7836750666752802,1.5304735285872528,-0.0110757030776055,0.0257144191376794,0.2257697784932126,0.1646306707659359,1.5304735285872528,156457826954.0,126164283912.0,30293543042.0,18619234565.0,4596074513.0,7075520639.0,77214626895.0,10153065090.0,27266851974.0,2598189218.0,83958619485.0,50779604358.0,0.0,50779604358.0,14696931770.0,33179015128.0,1890882109.0,6096942105.0,1.52
NKG,2023,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0123533007172167,-2.175653045414532,0.2027513814970517,0.4643295243647378,0.2472286205534576,1.2561745135721003,-0.0043960594242923,-0.2742099080342277,-0.1830916344891023,-0.1939762066921125,1.2561745135721003,18595974253.0,17483711237.0,1112263016.0,609117895.0,130296254.0,117408565.0,9322639041.0,1926737096.0,5718699385.0,2358754796.0,12235401247.0,6784014554.0,28312736.0,6812327290.0,2632778060.0,5423073957.0,375827491.0,268556156.0,1.37
NKG,2024,0,1.95,MediumRisk,0,1,0,0,0,0,0,0,0,0,0.0749289425700256,-0.5318352422379409,0.239536054217912,-0.0998433295396516,0.205874931275107,1.3025292800988713,0.0290701055531384,0.0463547665267709,0.1699308679433234,0.1082518135168553,1.3025292800988713,20609022190.0,18777248235.0,1831773955.0,1017598598.0,120241517.0,453008144.0,10202370501.0,1942938034.0,6690482935.0,2021344676.0,13519085553.0,7620886731.0,26792247.0,7647678978.0,3159319780.0,5871406574.0,370170394.0,-559962641.0,1.34
NKG,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0684872383316691,-0.1681757398408432,0.3886132404792826,0.0140558766489251,0.4531410611750677,1.1601657710764317,-0.0358590492456714,-0.1423635090224397,-0.2073661275992777,-0.2814727025629933,1.1601657710764317,14808145017.0,14022971430.0,785173588.0,431083263.0,123740697.0,197187478.0,9702800286.0,1423363712.0,5303103397.0,1804722959.0,16493912202.0,6568226612.0,2290201118.0,8858427730.0,4475708810.0,7635484472.0,362151286.0,1326809974.0,1.48
NLG,2023,0,6.8500000000000005,HighRisk,1,1,0,0,1,1,0,0,0,1,0.1098709262770975,0.2732420611871989,0.2374782095092035,0.285621861887216,0.4372837399434413,1.1142201055792753,0.0337319285358649,0.0800898546001234,0.1701115442961635,-0.2667577621524401,1.1142201055792753,3181421791.0,1619384398.0,1562037393.0,418209811.0,562074252.0,800477434.0,25313340938.0,3637168002.0,17352988319.0,140508353.0,28611223392.0,9886451798.0,5192016269.0,15078468067.0,3847774710.0,13532755325.0,48740422.0,-2343064182.0,2.56
NLG,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0053536601564698,-0.1991982166639298,0.1788671961267927,-1.4929079726316266,0.6609158101833036,1.081012246057912,-0.0661196805364986,-0.0332078595213634,0.0369063083675784,1.2618976529164032,1.081012246057912,7196050482.0,4138682328.0,3057368154.0,742444657.0,651169652.0,1387388525.0,27549227406.0,2796944659.0,17993423057.0,142915219.0,30318114011.0,10226506290.0,5522681436.0,15749187726.0,3847774710.0,14568926285.0,50090310.0,1225075646.0,2.69
NLG,2025,0,3.7,HighRisk,1,1,0,0,1,0,0,0,0,0,0.0684728997281584,-0.1252933472513392,0.3426290671187438,-0.1083682756886379,1.3445392850005888,0.791964116665859,-0.0072866742552076,-0.2890481293920529,-0.5177363421895338,-0.2155298808533289,0.791964116665859,5645086579.0,3287806526.0,2357280053.0,699653852.0,592751052.0,946308935.0,19246028147.0,1891019440.0,8677574020.0,107730552.0,26564513862.0,6453834993.0,5286434558.0,11740269551.0,4850973830.0,14824244311.0,51649854.0,-872640359.0,2.98
NT2,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0453807565010167,0.0671919631170538,0.4592706715133984,0.0721274597060327,0.5307569023131377,0.949134619960287,-0.0431633761959202,0.3355591207431325,-0.1531765036640112,-0.2733148901513513,0.949134619960287,6385884555.0,5875592171.0,510292385.0,0.0,69002598.0,473076742.0,4770230875.0,2325647847.0,260356630.0,2125203861.0,8451154114.0,4115304744.0,0.0,4115304744.0,2878760290.0,4335849370.0,687213404.0,856596509.0,1.16
NT2,2024,0,5.2,HighRisk,1,0,1,0,0,1,0,0,1,1,-0.0511407829366233,1.3577427474812398,0.5140379256266642,0.3543330323978848,0.5439525725408197,1.0763143271566606,-0.0712426000504875,0.1271797071963736,0.2774778810126709,-0.0692474181440945,1.0763143271566606,5943678537.0,5892165695.0,51512842.0,0.0,81167555.0,82893960.0,5773811804.0,2988656592.0,332599836.0,1441668583.0,8697847050.0,4508766940.0,0.0,4508766940.0,2878760290.0,4189080110.0,687070058.0,527708668.0,1.28
NT2,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0137038517205914,-0.0288569437662341,0.4569977812367666,-0.0357540996081403,0.85741137806651,0.908323983569604,0.1481284541893315,-0.1679903435870565,0.0646556362102355,0.3389384455197698,0.908323983569604,7958219701.0,6710408394.0,1247811307.0,0.0,84909939.0,1130284803.0,8033411737.0,3894770486.0,354104290.0,896787320.0,9273311226.0,4413910356.0,0.0,4413910356.0,2878760290.0,4859400870.0,556350995.0,1003204721.0,1.82
NTP,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.1051399835938034,-0.3116479607264393,0.2775152938263322,0.0880444769387115,0.6214313766879838,0.7505056610850702,0.0560683085211946,-0.0383194282284898,-0.2452625162606482,-0.0895760206037804,0.7505056610850702,5175862670.0,3619645132.0,1556217538.0,632394351.0,190068009.0,559414721.0,3501190530.0,889524953.0,1158634824.0,1328548643.0,5453699139.0,2338199852.0,0.0,2338199852.0,1295753340.0,3115499287.0,158967923.0,1132816559.0,1.5
NTP,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.1946053222657774,-0.2368470442614218,0.1722182796924128,-0.6114372730233322,1.1058791562553747,0.7496499703995027,0.0122336034069606,-0.0008556906855675,-0.1324903617776984,0.0928736279627759,0.7496499703995027,5656563814.0,3886614550.0,1769949265.0,632851000.0,227199972.0,735659512.0,4472882423.0,428249651.0,1005126877.0,1265480617.0,6414871528.0,2748497318.0,0.0,2748497318.0,1425322840.0,3666374210.0,152906893.0,1984027653.0,1.63
NTP,2025,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,0.0111914534081071,-0.1656780539470237,0.1693080524285432,0.0330160266004229,1.128013803774936,0.6654047406810786,-0.0029219614569512,-0.084245229718424,0.4337034010085475,0.193449745814182,0.6654047406810786,6750824646.0,4658204795.0,2092619851.0,640321377.0,294936316.0,992866044.0,5142616826.0,525233539.0,1441053822.0,1237052347.0,7047661472.0,2815860457.0,0.0,2815860457.0,1710382200.0,4231801015.0,149432022.0,913992469.0,1.83
NVL,2023,1,9.05,HighRisk,1,1,1,0,1,1,0,1,0,1,0.0335934233821062,1.946752589109073,0.3931534622146024,0.4708574534449194,0.0596740729516314,4.330489788592096,-0.1038838875922006,-0.4202448867857251,0.0294878947751888,-0.5727677612387215,4.330489788592096,4756902214.0,3434694565.0,1322207649.0,291975057.0,1490226089.0,485864525.0,191154819022.0,47011035494.0,138935271808.0,2401389820.0,241486379543.0,87282658320.0,108900871181.0,196183529501.0,19501045380.0,45302850042.0,1106459386.0,-7626489664.0,2.19
NVL,2024,0,1.4,LowRisk,0,0,0,0,0,0,0,1,0,0,0.0066302855615026,-0.5675790397065054,0.3483191004768651,-0.7414440196799437,0.0597845989614426,4.027972725922742,-0.2687446971769818,-0.3025170626693541,0.0552211744300789,0.907412653406291,4.027972725922742,9073375474.0,8989801418.0,83574056.0,533971724.0,1449937734.0,-4394642204.0,207831078799.0,54813392825.0,146607440687.0,1937682348.0,237777980658.0,107222351548.0,83264604751.0,190486956299.0,19501045380.0,47291024359.0,1553032140.0,-5971178116.0,1.94
NVL,2025,0,6.3,HighRisk,1,1,0,0,1,0,0,1,0,1,0.0310836385948379,-0.4265595448821055,0.352170534063577,0.0956318828677357,0.068092912651463,3.2445409265150067,0.635102841408874,-0.7834317994077349,0.0462746031798205,-0.2323311830355319,3.2445409265150067,6965347416.0,2477478284.0,4487869132.0,610994632.0,1282431889.0,1818671096.0,207242734850.0,47320440386.0,153391641828.0,1900525281.0,249792311486.0,95907964305.0,95034093218.0,190942057522.0,22320185490.0,58850253964.0,1043689540.0,-5945782838.0,2.16
OGC,2023,0,2.45,MediumRisk,0,0,0,0,0,0,0,0,1,1,0.0070913116064837,0.0327574355021971,0.7844351881592856,-0.6879876011216873,0.3877857482339774,2.0619986265984167,-0.0066557550793193,0.2534419992924053,0.3447166818543766,-0.0260887855666642,2.0619986265984167,984684855.0,528378397.0,456306459.0,171669932.0,148002937.0,141260936.0,614489696.0,99384724.0,238774112.0,512672371.0,4767834482.0,712586425.0,2498149226.0,3210735651.0,3000000000.0,1557098831.0,53989794.0,107450736.0,0.86
OGC,2024,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0084432540636642,0.041345944141877,0.7866415702195646,0.96093557525163,0.3396364348550025,1.5986249477323118,0.0111204495084573,-0.4633736788661049,-0.0229189921560675,0.0225598158509302,1.5986249477323118,1006899164.0,529101344.0,477797820.0,180844468.0,90701526.0,215147294.0,676236857.0,197129142.0,233301650.0,482842470.0,4508611101.0,723732909.0,2049879417.0,2773612326.0,3000000000.0,1734998775.0,46266841.0,253214643.0,0.93
OGC,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0308680911962297,-0.5878536309149381,0.8090369562162439,0.1029409318804192,0.2668643296670821,1.325603286459192,0.0091080214726257,-0.2730216612731198,-0.3311059994646416,0.1329066273810115,1.325603286459192,1140722736.0,589032691.0,551690044.0,208904503.0,116473598.0,142526955.0,580786367.0,243621569.0,156054074.0,516212696.0,4468809656.0,678662166.0,1868577426.0,2547239592.0,3000000000.0,1921570064.0,47082660.0,4583331.0,0.86
PAN,2023,0,1.95,MediumRisk,0,1,0,0,0,0,0,0,0,0,0.2519279726102431,-0.1497685553938608,0.2039648578210424,0.1608132520232661,0.8158630886642876,1.419639960911825,0.0010333438359905,0.3784093618462973,0.0111566843397953,-0.0329917909319261,1.419639960911825,13204596687.0,10544753393.0,2659843294.0,1061117016.0,659230459.0,817117336.0,14280778689.0,2332443843.0,3083430236.0,4122134577.0,20188140663.0,10865676770.0,979015698.0,11844692468.0,2162945800.0,8343448194.0,499990796.0,-4268840012.0,1.31
PAN,2024,0,1.95,MediumRisk,0,1,0,0,0,0,0,0,0,0,0.12190321164177,0.0043579933077547,0.1224479888360299,-0.5982928375536055,0.9528123665636856,1.6909855034399968,0.0075466954467513,0.2713455425281714,0.0077969310670014,0.2254544986543139,1.6909855034399968,16181632413.0,12799997631.0,3381634782.0,1501575485.0,718077265.0,1167068107.0,18283085243.0,1462819355.0,3107471529.0,4101147018.0,23840652907.0,14391914757.0,589287634.0,14981202391.0,2162945800.0,8859450516.0,522007294.0,-1739184050.0,1.27
PAN,2025,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.494587731088613,-0.0975808020711441,0.22631070590644,0.2697029012615551,0.886261189581335,0.7290337260374669,-0.017512365612108,-0.96195177740253,0.051804092973236,0.0869195594796756,0.7290337260374669,17588132774.0,14220577598.0,3367555176.0,1399061902.0,681535989.0,1172539901.0,10385639496.0,1984493593.0,3268451273.0,3751265346.0,15707095008.0,5791401779.0,831373605.0,6622775384.0,2162945800.0,9084319624.0,508631052.0,8941076383.0,1.79
PC1,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0360406082399983,-2.9266841936912544,0.2682334349771423,-0.0415623808026963,0.6582593478940747,1.78317631133928,0.0125660153570307,-0.249750445898057,0.0602270225511201,-0.0696805917833993,1.78317631133928,7775239784.0,6194135244.0,1581104540.0,55980734.0,335208954.0,303032990.0,6868401655.0,2821230919.0,943727441.0,10759977575.0,20234797569.0,4714620924.0,8249779335.0,12964400259.0,3109955580.0,7270397311.0,763378295.0,1032307402.0,1.46
PC1,2024,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,-0.0181046019545828,-1.149562246660058,0.2795450382071054,-0.1945023124327119,0.6668524620590742,1.7200093654561055,0.0040444532199309,-0.0631669458831742,0.6822679526174761,0.2975679080355935,1.7200093654561055,10088901621.0,7996507020.0,2092394601.0,78532758.0,487725540.0,709975394.0,8085980091.0,3112002764.0,1587602430.0,10146675463.0,20987644741.0,5078147101.0,8193478347.0,13271625448.0,3576421210.0,7716019293.0,877613082.0,1089948348.0,1.59
PC1,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0396220931858929,-0.5126529316540066,0.3333216722763477,0.1230442526161361,0.6966922612452652,1.7635700985312004,0.0001719913745579,0.0435607330750946,-0.0664144523890657,0.2969835195699942,1.7635700985312004,13085139133.0,10369087288.0,2716051845.0,103891908.0,548122924.0,1364514602.0,11306280030.0,4419130352.0,1482162684.0,9489296627.0,24564239790.0,7758069516.0,7917580908.0,15675650424.0,4112853430.0,8888589366.0,881767230.0,2337801200.0,1.46
PDR,2023,1,3.95,HighRisk,1,0,1,0,0,1,0,0,0,1,0.0122038061111521,0.516798187626093,0.3910805827266023,0.3178801845336875,0.0655997355777082,1.1992860154106288,0.0315369956119659,-0.2674514263718419,0.0015038464051973,-0.5895749171582036,1.1992860154106288,617515216.0,73816280.0,543698936.0,14473777.0,199438960.0,682501991.0,16916369228.0,4114801235.0,12199560056.0,27038308.0,21067822666.0,9176987250.0,2311443505.0,11488430755.0,7388108400.0,9579391911.0,12685366.0,425394368.0,1.84
PDR,2024,0,3.9,HighRisk,1,1,0,0,0,1,0,0,0,0,0.1989275024647045,-0.0749836060446056,0.3593578425845122,0.336655851553141,0.0635651723312603,1.1689680363436066,-0.3950024538198098,-0.0303179790670222,0.1539484675987401,0.3306401489546453,1.1689680363436066,821690539.0,422792685.0,398897854.0,36866109.0,195211789.0,155183721.0,21482523941.0,6860591642.0,14077663632.0,744223360.0,23985551811.0,8562372240.0,4364670912.0,12927043152.0,8731400830.0,11058508659.0,16697610.0,-4616202196.0,2.51
PDR,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0188729075872473,0.1079639846286864,0.3433021878228522,-0.592185548408236,0.0449447335777538,1.1950591633163474,0.0580876216958703,0.0260911269727408,0.1873188538193082,0.6124984822296949,1.1950591633163474,1324974747.0,604787931.0,720186816.0,24549731.0,236516541.0,514688349.0,24175702852.0,6999950386.0,16714675448.0,733237507.0,27271280094.0,10258755171.0,4588586403.0,14847341574.0,9978093790.0,12423938521.0,0.0,0.0,2.36
PET,2023,0,3.35,HighRisk,1,1,0,0,0,0,0,1,0,0,0.0463021085024469,-0.3824212681731382,0.3505617631605102,0.1829329403917318,0.5507486415557279,3.3359328963327477,-0.0131736858686488,-0.0470414656407398,-0.2134428127455487,-0.0185558418624315,3.3359328963327477,17217791485.0,16495454811.0,722336675.0,336485160.0,193698759.0,138997251.0,8259191973.0,2369008928.0,1902357061.0,266150906.0,9479475648.0,7240736850.0,52479030.0,7293215880.0,1073348310.0,2186259768.0,69029141.0,-299922459.0,1.14
PET,2024,0,1.4,LowRisk,0,0,0,0,0,0,0,1,0,0,-0.0177195375847165,-0.2494878042212524,0.320934059813151,-0.0983971081992998,0.6302970226416397,3.3472688789541363,0.0047760150917428,0.011335982621389,-0.0968660367592264,0.1060482701623331,3.3472688789541363,19043708488.0,18153816219.0,889892269.0,406785850.0,208372353.0,219877349.0,9021308151.0,2387134599.0,1718083272.0,268534085.0,10165003468.0,7799640651.0,27112355.0,7826753006.0,1073348310.0,2338250463.0,73056470.0,399996510.0,1.16
PET,2025,0,5.3,HighRisk,1,1,0,0,0,1,0,1,0,0,0.1273548626320334,0.1232785025474613,0.4113641153687264,0.8497306918062635,0.5560300663571776,4.097630628253945,0.0005131720218995,0.7503617492998091,-0.024077686846834,0.1453086097040239,4.097630628253945,21810923292.0,20780529259.0,1030394033.0,474100893.0,248344131.0,351250665.0,12473723058.0,4762427343.0,1676715801.0,270802469.0,13560332274.0,10852974109.0,47233636.0,10900207745.0,1073348310.0,2660124529.0,70610684.0,-1375723589.0,1.15
PHP,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.000295606920065,0.276088163569355,0.382894678043878,-0.0633882262898904,2.794119293997766,0.2342205233873678,-0.0091743787979222,0.0052322937010259,0.1090917924840082,-0.0821717440216984,0.2342205233873678,2156446439.0,1400571707.0,755874732.0,0.0,216285601.0,745379622.0,3080149354.0,686943233.0,103657875.0,1975271207.0,7078981776.0,819416784.0,523975897.0,1343392680.0,3269600000.0,5735589096.0,208203953.0,743287026.0,3.76
PHP,2024,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0565889121800208,0.2443620984449976,0.5352604059299989,0.2129315433274655,1.2238932408097207,0.3353113379083726,0.0309268847921483,0.1010908145210047,0.1173809418724819,0.2035907765015442,0.3353113379083726,2595479044.0,1605445107.0,990033937.0,0.0,253198426.0,975117195.0,3094005768.0,973070422.0,115825334.0,1826395213.0,8493639469.0,1638304670.0,494541456.0,2132846126.0,3269600000.0,6360793343.0,224211153.0,1455763013.0,1.89
PHP,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0391409081110977,0.0019931100378653,0.6031736423214372,-0.3804143078744283,1.829162880629113,0.4543001468873381,0.0861570582060612,0.1189888089789655,0.1002174791915558,0.0519540507605809,0.4543001468873381,2730324694.0,1453617740.0,1276706954.0,461552.0,293733072.0,984474496.0,3069783422.0,653455461.0,127433057.0,1517726002.0,9913791982.0,1251334656.0,1845575678.0,3096910334.0,3269600000.0,6816881648.0,255221272.0,596439675.0,2.45
PHR,2023,0,2.0,MediumRisk,0,0,1,0,0,0,0,0,0,1,0.0583250976315644,0.7075727513350529,0.2941960174137161,0.0223473909394443,2.5405352344022494,0.6151411873538452,0.0071011650424909,-0.2271007710553789,0.0158449235742323,-0.2092705379739861,0.6151411873538452,1351024069.0,1023979785.0,327044284.0,33520815.0,100144838.0,661288002.0,2761558840.0,193008385.0,325592274.0,1779577912.0,6160532491.0,882868362.0,1463426377.0,2346294739.0,1354991980.0,3814237751.0,137934353.0,301974343.0,3.13
PHR,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0435943503447721,0.4770958105548794,0.2966860693369067,-0.1299873572163186,3.2369416690515216,0.5135980295069614,0.0166170687029035,-0.1015431578468837,0.2463517822907554,0.2087797371432322,0.5135980295069614,1633090519.0,1210628838.0,422461681.0,37580028.0,132307583.0,483021699.0,2570451321.0,208215975.0,405802511.0,1809772148.0,5931927852.0,604407813.0,1408429411.0,2012837224.0,1354991980.0,3919090628.0,140157838.0,224423158.0,4.25
PHR,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0134701847585968,0.4578695130493234,0.3152933188144097,-0.3402462978509353,4.1983636838226905,0.4472649711256175,0.0218960472145952,-0.0663330583813439,-0.2288737488861915,0.0991016738613495,0.4472649711256175,1794932523.0,1291302255.0,503630268.0,30383976.0,184749953.0,532152952.0,2643080020.0,158005812.0,312924969.0,1733778012.0,6161546741.0,517379961.0,1386793829.0,1904173790.0,1354991980.0,4257372951.0,152894905.0,615150125.0,5.11
PLX,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0275649343279161,0.2932591650253378,0.2471184916371377,-0.0350637997533959,0.6381651159544581,1.7284201996319233,0.0151952886120986,0.0477644311617297,-0.150441224723322,-0.0989418481334852,1.7284201996319233,273979175973.0,258715274316.0,15263901658.0,12139673166.0,949360826.0,3077319943.0,57306926231.0,10975342199.0,14639913876.0,13654716255.0,79675619099.0,49660611907.0,812900013.0,50473511920.0,12938780810.0,29202107179.0,2184794870.0,5273573151.0,1.15
PLX,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0096975048762948,0.1164855662975549,0.2535930527674017,0.0990985685316524,0.61363065147381,1.7731235753282113,0.0053805090482713,0.044703375696288,0.0705691173971767,0.0366387282184878,1.7731235753282113,284017424539.0,266666114614.0,17351309925.0,13517691226.0,1040695332.0,3161151941.0,59543529720.0,12465105480.0,15673039677.0,13585527863.0,81274634873.0,51179621630.0,787038800.0,51966660430.0,12938780810.0,29307974443.0,2177193998.0,2372990773.0,1.16
PLX,2025,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0141209638888994,0.1693479998411179,0.3246910817888405,0.2063719003112049,0.5338305442831149,1.9215416318376937,-0.0024660317337676,0.1484180565094826,-0.1100497275286774,0.0912155521938499,1.9215416318376937,309924230751.0,291754494497.0,18169736253.0,14449775144.0,1196375540.0,3038078002.0,59846284403.0,16174564465.0,13948225931.0,14483534494.0,86116520697.0,55679642773.0,960481025.0,56640123798.0,12938780810.0,29476396899.0,2059934632.0,4254126281.0,1.07
PNJ,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0321161561449455,-0.2829829018796247,0.0555714730217288,-0.2634808493234441,0.3907548244238045,0.4712718956898059,0.007872593112757,-0.1081898694744075,0.0413935611240148,-0.0218300696642272,0.4712718956898059,33136929196.0,27078338249.0,6058590947.0,2835769470.0,693934935.0,1971099177.0,12958118192.0,215035938.0,10940937959.0,882715110.0,14427558015.0,4611956609.0,9420742.0,4621377351.0,3281691880.0,9806180664.0,81257091.0,1507741471.0,2.81
