Symbol,Year,Target_Fraud,fraud_score,risk_level,pred_onto,f_accrual,f_noncore,f_shell,f_pump,f_rec,f_cash,f_lev,f_triangle,f_inv_anomaly,accrual_ratio,noncore_ratio,shell_ratio,rec_manip_ratio,cash_crunch_ratio,leverage_ratio,Delta_Gross_Margin,Delta_Leverage,Delta_Inv,Delta_Rev,Leverage,Rev,COGS,Gross_Profit,Selling_Exp,Admin_Exp,Net_Profit,ST_Assets,Rec,Inv,Fixed_Assets,Total_Assets,ST_Debt,LT_Debt,Total_Liabilities,n_1.owners_capital,Owners_Equity,depreciation_of_fixed_assets_and_properties_investment,Operating_Cash_Flow,Short_Term_Ratio
PNJ,2024,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,0.1179546062282076,-0.2637408374783205,0.0615508010128864,0.724021562631546,0.3830927593792281,0.5288549074803078,-0.0063939244129227,0.0575830117905019,0.1895845242677515,0.1414104471565108,0.5288549074803078,37822837171.0,31149334531.0,6673502640.0,3207574691.0,795749356.0,2112916283.0,15692597268.0,401134922.0,13015170477.0,857118819.0,17207730778.0,5941881733.0,10542414.0,5952424147.0,3380747760.0,11255306631.0,80821846.0,83185175.0,2.64
PNJ,2025,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,0.1389574864307635,-0.2504572731758275,0.0421736785537052,-0.5339868157935382,0.3816407991555403,0.5191961616809678,0.0438001893432963,-0.00965874579934,0.2166960452791616,-0.0752665441021629,0.5191961616809678,34976042929.0,27272874467.0,7703168462.0,3292701975.0,872499175.0,2829338825.0,18617297232.0,156742123.0,15835506448.0,857341846.0,20168475769.0,6878322933.0,14398014.0,6892720947.0,3413186660.0,13275754822.0,85291458.0,26778127.0,2.71
POW,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0294075804277077,-0.1194011788252577,0.4189601684518971,0.1576214391312131,0.4597357681949554,1.0622294107664807,-0.0365608947544103,0.3542736577387065,0.0391361248638792,0.0037287089995581,1.0622294107664807,28329357579.0,25625106577.0,2704251001.0,0.0,1268124056.0,1282942141.0,29041954766.0,14560455739.0,2167403571.0,26401678077.0,70362090315.0,26785158580.0,9457502564.0,36242661144.0,23418716000.0,34119429171.0,2808755417.0,3352120971.0,1.08
POW,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0391975454678638,0.0755055363371774,0.4690786600394852,-0.254321750818762,0.487554752210836,1.3043128516846316,-0.0295401126523067,0.2420834409181509,-0.1717711505053158,0.0697607308774617,1.3043128516846316,30305634269.0,28307964591.0,1997669677.0,0.0,877790746.0,1211341955.0,29980558720.0,11873163177.0,1795106166.0,24321200717.0,79915032730.0,33457348745.0,11777049073.0,45234397819.0,23418716000.0,34680634911.0,2818161656.0,4343815084.0,0.9
POW,2025,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,0.027321484115555,-0.0749900847814188,0.2269077197150736,0.0864660994425408,0.6682381668641775,1.3851597830153264,0.0607843745963674,0.0808469313306947,0.2938769494483481,0.1268938738211366,1.3851597830153264,34151233600.0,29824210503.0,4327023097.0,1500430.0,1245556948.0,2865110816.0,36989040607.0,14406420955.0,2322646490.0,45797313649.0,88449897955.0,30318491470.0,21047979796.0,51366471266.0,27868210960.0,37083426689.0,2854388354.0,448528334.0,1.22
PPC,2023,0,5.3,HighRisk,1,1,1,1,0,0,0,0,0,1,0.1182369184531212,1.2114927556721793,0.7881082945371826,-0.2078046508271727,0.3155693509693311,0.1530888586823479,-0.0666533477619193,0.0341520321612482,0.4286130045046086,0.1015516899816972,0.1530888586823479,5813760220.0,5777306693.0,36453527.0,0.0,116842405.0,380102277.0,2929235432.0,1978018472.0,709143602.0,273075924.0,5777917929.0,767100345.0,0.0,767100345.0,3262350000.0,5010817584.0,61056659.0,-303060934.0,3.82
PPC,2024,0,0.8,LowRisk,0,0,1,0,0,0,0,0,0,0,-0.0119390872745796,0.794453394411237,0.79907301115579,-0.3919801472331054,0.2082381125303529,0.2230950807835107,0.0234106764640022,0.0700062221011628,-0.0378281971723972,0.3211869878252392,0.2230950807835107,7681064353.0,7453083514.0,227980838.0,0.0,140198970.0,427065520.0,2730492704.0,1837988295.0,682317978.0,219362892.0,5533688169.0,1009356205.0,0.0,1009356205.0,3262350000.0,4524331964.0,57802059.0,493132706.0,2.71
PPC,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0285319698040127,0.0851569091813654,0.6986512334125793,-0.2552306151311236,0.8790060395103292,0.173377311261063,0.0094924399122143,-0.0497177695224477,0.0355749354152295,-0.1451981411357926,0.173377311261063,6565788087.0,6308584294.0,257203793.0,0.0,101810432.0,169857938.0,2489984427.0,1102004928.0,706591396.0,192968293.0,5246239465.0,775180229.0,0.0,775180229.0,3262350000.0,4471059237.0,46164139.0,319543484.0,3.21
PTK,2014,1,6.5,HighRisk,1,1,0,1,0,1,0,0,1,0,0.3021397343404985,,0.8624527280198793,0.5363667637465208,0.2200006737861597,0.4732558409818669,-0.0292528615899527,0.1154890508427609,0.2682985993270442,2.0469525268550144,0.4732558409818669,100658301.0,95850416.0,4807885.0,,918344.0,788771.0,166696864.0,129670170.0,12668743.0,10381227.0,344666385.0,110717620.0,,110717620.0,216000000.0,233948766.0,570046.0,-103348639.0,1.51
PVD,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0494672306536252,-0.3899444032883768,0.1804465733068116,0.0009889723716833,1.148719443577288,0.4520485603617801,0.1186052028575027,-0.0185650000233494,0.1005266546121604,0.0686367836935488,0.4520485603617801,5804412485.0,4498918880.0,1305493605.0,24149230.0,522515096.0,545942181.0,6927879981.0,2313956884.0,999895512.0,13115351781.0,21632848208.0,3146135991.0,3588554677.0,6734690668.0,5562960060.0,14898157540.0,856743293.0,1616059273.0,2.2
PVD,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0143523491072842,-0.6031585494468672,0.2727371295361181,-0.1008712679609838,0.7509804934453416,0.4710973192799199,-0.0360503442807262,0.0190487589181397,0.2160742491661468,0.60017216764015,0.4710973192799199,9288059308.0,7533882512.0,1754176796.0,34726143.0,600492942.0,697970710.0,7782381355.0,3469317638.0,1215947184.0,12860927345.0,23614557761.0,4124097177.0,3438118259.0,7562215437.0,5562960060.0,16052342324.0,883531325.0,1036895087.0,1.89
PVD,2025,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0077148867063838,-0.1623836473048743,0.3301986615810457,0.4056283223175702,0.4251389093473897,0.6559741128154614,0.001824529120989,0.1848767935355414,0.2636411393671191,0.172741828060687,0.6559741128154614,10892495652.0,8815425474.0,2077070178.0,44570685.0,811437637.0,1050480931.0,9830978463.0,5475867402.0,1536520885.0,14607847812.0,28311318275.0,6629809961.0,4585034368.0,11214844329.0,5562960060.0,17096473946.0,849700568.0,1268899544.0,1.48
PVS,2023,0,3.95,HighRisk,1,1,1,0,0,0,0,0,0,1,0.0508975394682267,1.0124857764453268,0.4133757595457131,-0.3535107461955906,1.173786527922184,0.9503524842864712,-0.0022323536800653,-0.0442864736030259,0.452653629407301,0.1832980636997981,0.9503524842864712,19373562364.0,18334534035.0,1039028329.0,85405258.0,966858088.0,1060007526.0,16289894707.0,4185005659.0,1470404313.0,3391382056.0,26416008810.0,9059981932.0,3811803963.0,12871785895.0,4779662900.0,13544222915.0,493006131.0,-284502325.0,1.8
PVS,2024,0,4.0,HighRisk,1,0,1,0,0,1,0,0,1,0,-0.0906208224217222,1.2114343904385434,0.3771073464867502,0.2650438160484103,1.1341401271987563,1.3119335270083852,-0.0088223170230382,0.361581042721914,0.2447266733500121,0.2269238716349482,1.3119335270083852,23769886143.0,22704782954.0,1065103189.0,95203695.0,1235176555.0,1254654271.0,23882307235.0,6243893216.0,1830251469.0,3587779563.0,34076808359.0,13938456255.0,5398824361.0,19337280617.0,4779662900.0,14739527742.0,601477056.0,4342722670.0,1.71
PVS,2025,0,2.0,MediumRisk,0,0,1,0,0,0,0,0,0,1,0.0066362243824129,0.7767750356204011,0.3649361110825579,-0.1999799055698212,1.0089351290119437,1.3793039508587028,0.0107616740953525,0.0673704238503176,0.7668517489385498,0.3696436463406243,1.3793039508587028,32556273530.0,30747101709.0,1809171821.0,110348237.0,1274831276.0,1899394672.0,27017867549.0,7303255496.0,3233783009.0,4777191212.0,38565888712.0,16334874830.0,6022118547.0,22356993376.0,5114200990.0,16208895336.0,796216496.0,1643462781.0,1.65
PVT,2023,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,-0.0273128974170993,-0.1584796894786214,0.13143691763065,-0.1887169072121576,1.4357497955508307,0.9367872432880008,0.0094627675323694,0.1584557689498517,0.2978141269365101,0.0562170626188924,0.9367872432880008,9555979392.0,7717483803.0,1838495590.0,13386162.0,410025681.0,1221500696.0,6297471017.0,1194435659.0,232665394.0,10088092508.0,17489953435.0,3392213587.0,5067345056.0,8459558643.0,3236512460.0,9030394792.0,1354303770.0,1699202000.0,1.86
PVT,2024,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,-0.0553091958788217,-0.3189823750278047,0.1238671644052213,-0.1296032180000246,1.3475736415441122,0.9113722226266834,0.0159074094742605,-0.0254150206613175,0.4229588866146548,0.2277284808527138,0.9113722226266834,11732148062.0,9288346581.0,2443801481.0,16586106.0,488801469.0,1469628361.0,6648001422.0,1311639972.0,331073290.0,12062018494.0,19858153053.0,3714296574.0,5754381934.0,9468678508.0,3560126380.0,10389474545.0,1798639134.0,2567966838.0,1.79
PVT,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0510358295841806,0.0198152859497662,0.301413867128698,0.1100871471464731,1.2700122070614754,0.6596032651907437,0.0285164605572066,-0.2517689574359396,-0.8062190580218658,-0.6704987873004223,0.6596032651907437,3865757014.0,2950283754.0,915473259.0,0.0,155193161.0,775649821.0,2611353158.0,576581664.0,64155694.0,5771005390.0,11173678544.0,1551651070.0,2889286717.0,4440937787.0,4699312350.0,6732740757.0,624038308.0,1345907775.0,1.68
QCG,2023,1,6.8500000000000005,HighRisk,1,1,0,0,1,1,0,0,0,1,0.0037746198235062,-10.0,0.1395526001109265,0.5013346273947685,0.0107507208211467,1.2034919278855087,0.0835456702741319,-0.0895617717410155,-0.0243072245549942,-0.6584294226690784,1.2034919278855087,432354268.0,349420406.0,82933862.0,2372278.0,25525279.0,3187819.0,7530765425.0,441601067.0,7035877661.0,1142853120.0,9567136212.0,4956569693.0,268759730.0,5225329423.0,2751293100.0,4341806789.0,71540790.0,-32924483.0,1.52
QNS,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0186393955093652,0.0134926913367101,0.0791946410188089,-0.0877177930418779,1.972761281937046,0.404659670138986,0.0365032745390261,0.029357591448639,0.011757226132244,0.2139589093435752,0.404659670138986,10021235264.0,6670392635.0,3350842629.0,805491961.0,391346216.0,2183465275.0,8093319102.0,661338432.0,958387940.0,3666269497.0,12052764527.0,3281488130.0,190717858.0,3472205988.0,3569399550.0,8580558539.0,445442805.0,2408121520.0,2.47
QNS,2024,0,3.15,HighRisk,1,0,0,0,0,1,0,0,0,1,0.024918624432671,-0.0017348668196573,0.0837294844163077,0.2030136313536155,2.1719492908272127,0.3806393522032198,0.0057535261051829,-0.0240203179357661,0.3809066983877113,0.0221559653227197,0.3806393522032198,10243265405.0,6759246728.0,3484018677.0,862662369.0,240538807.0,2376694253.0,10010993374.0,810251740.0,1323444326.0,3451568842.0,13808488062.0,3626832975.0,180138007.0,3806970982.0,3676481530.0,10001517079.0,443728016.0,2032605725.0,2.76
QNS,2025,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0132309525990098,-0.0020086415971544,0.0978384453144632,0.2951682658901172,2.380973267877468,0.347963262552915,-0.0068349009256808,-0.0326760896503048,0.0320550733918821,0.0323735139029134,0.347963262552915,10574875900.0,7050345525.0,3524530375.0,1358799133.0,245398951.0,1916482764.0,10880768027.0,1075643037.0,1365867431.0,3141000317.0,14350118601.0,3544457081.0,159882811.0,3704339892.0,3676481530.0,10645778709.0,460196425.0,2106348503.0,3.07
QTP,2023,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,-0.0727134993301727,-0.1494955195642271,0.4136067293322721,0.028648812224244,0.1268942037464649,0.3944231142685418,-0.0360172570577021,0.0880221690974549,0.8517821221816864,0.1575299566874626,0.3944231142685418,12058194224.0,11241137932.0,817056291.0,0.0,113678225.0,611901529.0,3944391230.0,2983664480.0,724104715.0,3366814652.0,7379930191.0,1864719018.0,222750000.0,2087469018.0,4500000000.0,5292461173.0,883633221.0,1148522078.0,2.12
QTP,2024,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,-0.0872688716196615,-0.14514027312331,0.40731699642158,0.0050120544491139,0.3146234093796371,0.4683776074820392,0.0014157310683399,0.0739544932134974,0.2181841862471507,-0.0124219328547448,0.4683776074820392,11908408145.0,11084642169.0,823765976.0,0.0,114630691.0,619256262.0,4549973245.0,2961555889.0,882092913.0,2811018275.0,7422915124.0,2244983755.0,122750000.0,2367733755.0,4500000000.0,5055181369.0,570079924.0,1267045689.0,2.03
QTP,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.084103874823204,-0.3367996227639797,0.4236981790100202,0.1863798373415076,0.916355794060678,0.307867621767482,0.0722921980353692,-0.1605099857145572,-0.1956913874445786,-0.0942708573917458,0.307867621767482,10785792299.0,9259954815.0,1525837484.0,0.0,120458014.0,1051301516.0,5588844130.0,3234341781.0,709474927.0,2126492493.0,7775430649.0,1795184177.0,35125942.0,1830310119.0,4500000000.0,5945120531.0,550723883.0,1705245362.0,3.11
REE,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0008625076955839,-0.0601669082281779,0.4082131270245515,0.0274614137346243,1.1129980520000924,0.6808908365899607,-0.0290925286138156,-0.0851526748043757,-0.0388604774042309,-0.0855757165530278,0.6808908365899607,8569918342.0,4859979571.0,3709938771.0,92540436.0,663075671.0,2786658064.0,9524178398.0,3780066003.0,1353834235.0,14916512381.0,34912272846.0,3944551522.0,10197620086.0,14142171608.0,4097142600.0,20770101238.0,1263900547.0,2816770168.0,2.41
REE,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0381583250260122,-0.0134755695174164,0.3917486738048994,-0.1503230599037708,1.6902181716195026,0.619358250374634,-0.0602618064796868,-0.0615325862153267,-0.0568889964582702,-0.0217331990302877,0.619358250374634,8383666601.0,5259571562.0,3124095039.0,118200240.0,577607076.0,2396000255.0,11285775225.0,3129681988.0,1276815964.0,13961348221.0,36362339884.0,4070052842.0,9837502948.0,13907555789.0,4710134000.0,22454784094.0,1298493472.0,3783526239.0,2.77
REE,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0107117330812811,0.044532168517521,0.4100915604769761,0.1442433942278889,1.5514840967396013,0.6162064872167947,0.0044419756985953,-0.0031517631578392,0.1933026113072627,0.1941804942250231,0.6162064872167947,10011611125.0,6236406434.0,3775204691.0,119704387.0,646329780.0,3149421074.0,13700374618.0,4188841136.0,1523627824.0,14129557344.0,40075864731.0,5148557871.0,10131054000.0,15279611871.0,5416581390.0,24796252860.0,1384897357.0,2720139108.0,2.66
ROS,2019,0,1.95,MediumRisk,0,1,0,0,0,0,0,0,0,0,0.0249914339959912,0.0702122930189849,0.732661295937475,-0.3127418006564079,0.0286534109698096,0.7625952396770365,-0.0026467457789647,-0.0393130586015924,0.5278313678360265,0.3979370211883099,0.7625952396770365,4840447511.0,4533455929.0,306991582.0,47443054.0,94498206.0,177513986.0,7838751968.0,5147284646.0,2564941014.0,155544201.0,10649455091.0,4415750297.0,191787256.0,4607537553.0,5675981210.0,6041917538.0,45973192.0,-88631168.0,1.78
ROS,2020,1,3.95,HighRisk,1,0,1,0,0,1,0,0,0,1,-0.0787336176921456,10.0,0.7169950612936111,0.3780727040227553,0.0319617019326206,0.7447070408117069,-0.0427609317481772,-0.0178881988653295,0.062760556333012,-0.6282853980110022,0.7447070408117069,1799265020.0,1762090015.0,37175005.0,495639.0,48939902.0,856402.0,6718008972.0,3859368688.0,2725918139.0,108178818.0,10483276778.0,4152536848.0,322122705.0,4474659553.0,5675981210.0,6008617225.0,50512457.0,826242708.0,1.62
ROS,2021,1,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0267622335017535,0.1982708773583934,0.67652404827665,-0.2987859838727234,0.0189660652851816,0.9662432426922588,0.0477529876396815,0.221536201880552,0.3570267676332447,0.3872883728935051,0.9662432426922588,2496099442.0,2325330783.0,170768658.0,23352226.0,71090649.0,95201460.0,8008228803.0,4200932037.0,3699143881.0,74929707.0,12001592243.0,5702441881.0,195331678.0,5897773559.0,5675981210.0,6103818685.0,48378349.0,416390874.0,1.4
SAB,2023,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,0.0679747009245911,0.1042548594381831,0.1398522733646203,0.4986672068151705,2.7972759388928723,0.3363317182618538,-0.0094629990189665,-0.0652091530251612,0.0565227513861675,-0.1291548032754353,0.3363317182618538,30461367282.0,21370004778.0,9091362504.0,4479227840.0,800691620.0,4255052996.0,26553405592.0,1229401279.0,2317504989.0,3969724120.0,34056624840.0,8224608450.0,346858495.0,8571466945.0,12825623720.0,25485157895.0,570032022.0,1940064108.0,3.23
SAB,2024,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,0.0039553291274463,0.012803138119113,0.1973088882614199,0.4328302136293165,2.456898605073955,0.3683872347085284,-0.0060962311992627,0.0320555164466745,-0.1462612005621878,0.0463226155259881,0.3683872347085284,31872417487.0,22554220918.0,9318196568.0,4041556508.0,839413838.0,4494773427.0,25066732804.0,1818472380.0,1978543927.0,3593253847.0,33439406365.0,8657140532.0,345172650.0,9002313182.0,12825623720.0,24437093183.0,548883627.0,4362509569.0,2.9
SAB,2025,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,0.0205246390770632,0.0608977467947789,0.1929892276705633,-0.3157712089872234,2.16331026235915,0.4172876396992259,0.0668995325510188,0.0489004049906975,0.0246685859909139,-0.1877556122450022,0.4172876396992259,25888192228.0,16587631403.0,9300560825.0,4022369468.0,983559293.0,4573125077.0,22140977870.0,902822763.0,2027351808.0,5068260417.0,32597353624.0,8880281129.0,717257418.0,9597538547.0,12825623720.0,22999815077.0,730272467.0,3904076159.0,2.49
SBT,2022,1,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0027605473818914,-1.3904244189036734,0.5166769807714479,-0.226902777389428,0.3377907933343579,1.8498955374093096,-0.0160364582407324,-0.0181068340209142,-0.0262124633463344,0.3506846493189571,1.8498955374093096,24743113427.0,22022252638.0,2720860789.0,637804944.0,637697830.0,604644934.0,20047095396.0,9733674363.0,4504475953.0,4154508657.0,29934286418.0,17196872131.0,2233770899.0,19430643030.0,7621123260.0,10503643388.0,589172968.0,687279950.0,1.17
SBT,2023,1,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0217992626718909,-1.0427007028924686,0.5101805321234534,-0.018106158484842,0.4411486254078386,2.0579855794476947,-0.000919230928509,0.2080900420383851,-0.1223846362489394,0.1729030329033539,2.0579855794476947,29021272782.0,25856644162.0,3164628620.0,723092030.0,795510204.0,805808890.0,23751777617.0,11240416731.0,3953197302.0,4180851030.0,34078294169.0,19399728552.0,3534531977.0,22934260528.0,7621123260.0,11144033640.0,570371881.0,62927204.0,1.22
SBT,2024,0,1.95,MediumRisk,0,1,0,0,0,0,0,0,0,0,0.0440763944580139,-0.8268861113790367,0.553922310363059,-0.1632396238516945,0.4678155597913397,2.011679194153344,-0.0042697797640917,-0.0463063852943506,-0.0935939521189119,-0.0185762483626966,2.011679194153344,28482166411.0,25497937297.0,2984229115.0,717564753.0,742150539.0,834487609.0,20054307979.0,9196730559.0,3583201943.0,3719838741.0,32679097161.0,15549665514.0,6278642086.0,21828307600.0,8361563710.0,10850789561.0,534637600.0,-605889168.0,1.29
SGP,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0319635320822172,0.1383133864137388,0.5547538661458408,-0.1158687590758089,1.995744642957879,0.8871364699710687,0.0027774856370528,-0.1210624298976206,-0.3191843531810393,-0.1528340431539418,0.8871364699710687,942456102.0,621200239.0,321255863.0,0.0,64525971.0,297938819.0,1162444989.0,319700627.0,13733290.0,1546724680.0,5366625020.0,415389351.0,2107442915.0,2522832266.0,2162949610.0,2843792755.0,102119243.0,469475110.0,2.8
SGP,2024,0,3.2,HighRisk,1,0,0,0,0,1,0,0,1,0,-0.0030094504340801,0.4327460958259064,0.5207796294096039,0.6611590842659889,1.3440727277314668,1.001457663228591,-0.0470846868599265,0.1143211932575223,0.1825623721628247,0.1730705808513084,1.001457663228591,1105567527.0,780767026.0,324800501.0,0.0,235026294.0,158261065.0,1634192021.0,586404374.0,16240472.0,1711177635.0,5757195335.0,767478689.0,2113215464.0,2880694152.0,2162949610.0,2876501182.0,93257819.0,175587059.0,2.13
SGP,2025,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,0.0376102543902576,0.4521292025827154,0.5060166377699034,0.0192818526091644,1.529360991187514,0.894345337397077,0.019940995654317,-0.1071123258315139,0.3738998472458189,0.1089629616084047,0.894345337397077,1226033439.0,841393385.0,384640053.0,0.0,182845089.0,368325826.0,2047710696.0,661607694.0,22312782.0,1625910729.0,6097399146.0,891738594.0,1986923701.0,2878662295.0,2162949610.0,3218736851.0,107201804.0,139001093.0,2.3
SMC,2023,1,1.4,LowRisk,0,0,0,0,0,0,0,1,0,0,-0.2212247004813186,-0.2602434043585194,0.3873248864866696,-0.0290632826678188,0.2981386170371347,6.744954439490969,0.0061166071396992,2.911082713191562,-0.4623017158267028,-0.4089455446099508,6.744954439490969,13701576035.0,13640006592.0,61569442.0,122841659.0,623223853.0,-925299043.0,3981869829.0,1647710470.0,841377701.0,1451370890.0,6178691064.0,5007005375.0,373915849.0,5380921224.0,736785870.0,797769840.0,106710808.0,441580037.0,0.8
SMC,2024,1,7.050000000000001,HighRisk,1,1,0,0,1,1,0,1,0,0,0.1088593007434842,0.2326086432586314,0.42523604018655,0.2869129160350916,0.2459511022205278,4.900127026067179,-0.0038541595540533,-1.8448274134237896,-0.2539175708437274,-0.3482651346685024,4.900127026067179,8929794812.0,8924084714.0,5710098.0,91911029.0,-95466547.0,12074173.0,3086659369.0,1546619777.0,627737119.0,1206287530.0,4778182548.0,3709283938.0,259054597.0,3968338535.0,736785870.0,809844013.0,111624309.0,-508075438.0,0.83
SMC,2025,1,5.9,HighRisk,1,1,1,0,1,0,0,1,0,0,0.0433565687084644,0.9128879896398278,0.5267934393223868,0.1515292252041003,0.255473707271407,3.4763260233437574,-5.168492784630248e-05,-1.4238010027234216,-0.3513726515828356,-0.2153270089046252,3.4763260233437574,7006968805.0,7002850400.0,4118405.0,68965302.0,-80969145.0,185074916.0,2689926149.0,1447948863.0,407167463.0,865486695.0,4453581493.0,3267693697.0,190968867.0,3458662564.0,736785870.0,994918929.0,89803734.0,-8017096.0,0.82
STK,2023,0,8.1,HighRisk,1,1,0,0,1,1,0,0,1,1,0.0341262545015817,-0.2753892446996152,0.4659578392593835,1.3179442218597792,0.3535515954208392,0.8256974110281992,-0.0417490230197255,0.4467819271674889,0.3194058314126013,-0.3260621110265497,0.8256974110281992,1425063024.0,1232981228.0,192081796.0,19663776.0,60439695.0,87799333.0,1395936217.0,450138869.0,615023248.0,642368815.0,2973859144.0,935575187.0,409394566.0,1344969753.0,966369240.0,1628889391.0,91883226.0,-13687341.0,1.49
STK,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0757289564043825,-6.936526192145613,0.6189085553107168,-0.6153058314267497,0.2102319893496651,1.2322503656656048,8.182088615324434e-05,0.4065529546374056,0.0017493403761543,-0.150737511522157,1.2322503656656048,1210252570.0,1047025682.0,163226888.0,12473187.0,52322173.0,12402344.0,997061057.0,105312985.0,616099133.0,560684346.0,3811243832.0,1311165536.0,792723292.0,2103888828.0,966369240.0,1707355004.0,92837138.0,301023862.0,0.76
STK,2025,0,6.8,HighRisk,1,1,0,1,0,0,1,0,0,1,0.0822202804976769,-3.144091968476338,0.4622447318275805,-0.2776812615853052,0.1844668976272365,1.365077683844258,0.0656318985366737,0.1328273181786532,0.5975637186946017,0.1179477776279376,1.365077683844258,1352999171.0,1081720130.0,271279041.0,10295497.0,55730212.0,49529145.0,1326102106.0,88490975.0,984257622.0,996860190.0,4155182577.0,1373436168.0,1024855882.0,2398292050.0,1401231300.0,1756890526.0,93809112.0,-292111132.0,0.97
SZC,2023,0,4.55,HighRisk,1,0,0,0,0,1,0,1,0,1,-0.0575331110946217,-0.3492768592341545,0.5994716788073597,0.748655030171798,0.2100654766593289,3.00683069234291,0.0677805236285173,-0.1222140655808998,0.2070316213799,-0.0476696869839799,3.00683069234291,817945615.0,467624971.0,350320644.0,8549286.0,46450690.0,218873292.0,2064408677.0,67309492.0,1621216376.0,791029994.0,6961128668.0,1789360227.0,3434453041.0,5223813267.0,1199999610.0,1737315400.0,337648368.0,619368681.0,1.15
SZC,2024,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0431909846319108,-0.2227078904306907,0.5535137725258589,1.160579352778703,0.6141335302198322,1.648740901432017,0.0665253670928157,-1.358089790910893,0.0751904883299797,0.0644749382267915,1.648740901432017,870682608.0,439852582.0,430830026.0,5038958.0,56377808.0,302127158.0,3066828196.0,149767274.0,1743116427.0,755645546.0,8225800130.0,1911546003.0,3208703062.0,5120249064.0,1799858630.0,3105551066.0,313312997.0,657407565.0,1.6
SZC,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0422394145776307,-0.3734133293938123,0.5995840587968116,-0.4405676584691,0.5003871750542426,1.5506881166357385,0.0160312363208514,-0.0980527847962782,0.0858043299250027,0.2610176187187605,1.5506881166357385,1097946109.0,537060422.0,560885687.0,13936454.0,72968735.0,345111328.0,2678383010.0,122876554.0,1892683364.0,716036926.0,8170362479.0,1324620464.0,3642542680.0,4967163144.0,1799858630.0,3203199335.0,0.0,0.0,2.02
TAR,2023,1,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,0.0056129983197303,-7.545284083749318,0.4178249284289582,0.5543395917227847,0.0220233530304737,1.540690171867287,-0.0263650688818331,0.2213232381918304,-0.2411849296968447,0.1808114986083887,1.540690171867287,4484745623.0,4274065197.0,210680426.0,86199662.0,22622968.0,-15562013.0,2193899592.0,1076085256.0,1078036723.0,625207667.0,2993982546.0,1806156081.0,9413379.0,1815569460.0,783197770.0,1178413086.0,42481255.0,-32367232.0,1.21
TAR,2024,1,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0589360747705699,-1.9535551864025549,0.66997216527991,0.6601429923435711,0.016654214365375,1.1931702003277154,-0.0202168689866681,-0.3475199715395716,-0.7604592158220941,-0.0555454761408214,1.1931702003277154,4235638292.0,4122291555.0,113346737.0,26383700.0,31516737.0,-58146923.0,2008513957.0,1726683729.0,258233762.0,580993687.0,2614397406.0,1416846540.0,5487704.0,1422334243.0,783197770.0,1192063163.0,43669182.0,95935398.0,1.42
TAR,2025,1,3.15,HighRisk,1,0,0,0,0,1,0,0,0,1,-0.0657044789138225,-4.642742172617509,0.672674846258096,0.5224391820385734,0.0134789418963543,1.0459552738794493,0.0161359654172604,-0.147214926448266,-0.0904853680596575,-0.5941371936204037,1.0459552738794493,1719088044.0,1645345674.0,73742370.0,18613633.0,14036569.0,-11280559.0,1854391057.0,1602883939.0,234867385.0,539836245.0,2417606328.0,1234498459.0,1456266.0,1235954725.0,783197770.0,1181651602.0,31849959.0,147567005.0,1.5
